"ID";"P02";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30";"P31";"P32";"P33";"P34";"P35";"P36";"P37";"P38";"P39";"P40";"P41";"P42";"P43";"P44";"P45";"P46";"P47";"P48";"P49";"V02";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"VD_REGIAO";"VD_EDUCACAO";"VD_IDADE";"VD_RACA";"VD_ACOMPANHA_SENADO";"VD_TRABALHO";"VD_PORTE";"VD_VOTO.TURNO1";"VD_VOTO.TURNO2";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"POP_REGIAO_VOTO.TURNO1";"POP_REGIAO_VOTO.TURNO2";"W1";"W2"
"1794";41;1;2;1;2;97;7;1;2;2;2;2;1;1;1;2;3;2;;97;1;97;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;2;3;2;2;2;2;1;1;2;1;1;2;1;2;4;1;2;2;4;3;1;2;2;12325579,2015022;4972531,99320719;6448500,58726374;11421778,5725272;8921246,50044287;6449380;6750374;0,885430859201816;136163,087940376
"1795";29;1;1;1;1;1;7;1;1;1;2;2;1;2;1;1;2;2;;2;2;3;2;2;2;1;2;;;;;;;;;;;1;1;1;1;1;2;1;;;4;2;2;3;2;2;2;1;1;1;2;1;2;1;2;2;1;5;2;4;3;2;2;2;23204759,582082;8204197,81943566;33265012,4017524;24249559,3107258;14173695,4240263;21753139;22534967;0,664260042782879;160978,831581396
"1796";26;5;1;1;1;2;3;2;2;2;2;2;1;1;1;1;3;1;2;3;3;3;2;2;1;2;1;1;2;;;;;;;;;1;2;2;2;2;2;2;1;1;4;2;3;3;2;1;;2;1;2;1;1;2;1;2;2;1;1;2;2;1;3;2;2;23204759,582082;12798371,8641061;33265012,4017524;24249559,3107258;10816838,1655851;21753139;22534967;1,54835171437848;347061,537067878
"1797";33;1;2;2;2;2;3;1;2;1;1;2;2;2;2;1;2;2;;3;1;3;2;2;2;1;1;1;1;1;1;2;3;3;3;3;3;1;1;1;1;1;1;1;2;2;2;1;3;3;1;1;;2;2;1;2;1;1;1;1;3;2;1;2;4;1;3;1;1;34583982,1353621;18471680,4671614;35613911,6497741;24365402,5988148;29162640,6835377;23470529;27043936;0,664796625027034;95571,021134206
"1798";43;6;1;1;1;1;3;2;1;1;2;2;1;1;97;1;1;1;97;2;1;5;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;97;2;2;2;1;2;2;3;4;2;1;;2;2;2;1;1;1;1;1;4;3;5;2;97;1;2;1;1;12325579,2015022;5040299,80536735;6448500,58726374;5864296,77968615;10776775,1826395;9568041;10940158;0,710930506044047;44832,5131770913
"1799";35;4;2;1;1;1;3;1;1;1;1;1;1;1;1;1;2;1;2;3;3;1;2;2;2;2;1;1;97;;;;;;;;;1;2;2;2;1;2;2;1;1;2;1;1;4;2;1;;1;2;2;2;1;1;1;1;3;3;5;1;2;1;2;1;1;34583982,1353621;15263335,4060724;36670114,0129673;18702138,7176993;28518806,3404994;23470529;27043936;1,1575493817962;53940,1195180033
"1800";11;3;1;2;2;1;5;1;1;2;2;2;1;1;1;1;1;2;;2;2;3;2;2;2;1;1;1;2;;;;;;;;;1;2;2;2;2;1;1;1;1;1;2;3;4;1;1;;1;2;1;2;1;2;1;2;1;3;2;2;4;1;1;2;2;6957088,9162393;2884455,25448695;11092360,6389436;2583414,27516294;4533423,13227735;4554630;4590184;0,243035069797089;23227,9509119699
"1801";41;97;1;1;1;1;4;2;2;2;2;1;1;1;97;1;2;1;97;2;3;97;2;1;2;97;1;1;1;2;97;2;2;3;2;1;1;1;2;1;2;1;1;1;1;1;97;1;1;4;1;1;;1;3;1;2;1;7;1;4;4;3;4;1;97;1;2;3;3;11900083,831777;3643103,95375007;17777162,4460155;5864296,77968615;10776775,1826395;8208242,03327921;6535131,03327921;1,80168409221198;54464,8855219062
"1802";41;3;2;1;2;2;4;1;1;1;2;2;97;97;1;1;97;1;2;2;2;1;2;2;2;2;1;1;2;;;;;;;;;1;2;1;1;2;1;2;1;1;97;1;1;4;99;1;;1;2;1;2;1;7;1;4;4;3;1;1;2;1;1;3;3;11900083,831777;6307517,21487577;17777162,4460155;5864296,77968615;8921246,50044287;8208242,03327921;6535131,03327921;0,885430859201816;95073,5306315983
"1803";26;4;1;1;1;1;6;2;2;97;1;1;2;2;2;2;1;1;2;3;3;97;2;2;2;1;1;1;1;97;1;97;1;3;2;2;1;1;1;1;1;1;1;1;1;1;2;1;2;4;2;1;;3;1;1;1;1;1;1;1;2;3;2;2;2;1;2;1;1;21140652,1606768;9055325,84168844;33265012,4017524;6782281,42177651;14173695,4240263;8787394;9962947;0,51611723812616;17661,3294920647
"1804";15;5;1;1;1;2;4;1;1;1;2;1;1;1;2;1;3;2;;2;2;1;2;1;1;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;2;2;1;;2;1;2;1;1;1;1;1;1;1;3;2;4;1;2;1;1;6811680,65343159;2524910,54003622;11092360,6389436;6945065,18624126;5530020,98320975;4396161;4782341;0,394020511483105;56400,684195108
"1805";27;1;1;1;1;1;7;1;97;1;2;1;1;2;1;97;3;2;;97;97;6;97;2;2;97;2;;;;;;;;;;;2;;;;;;;;;4;2;97;2;2;2;2;1;1;2;1;1;99;1;99;2;1;4;1;4;3;3;3;3;23204759,582082;6202819,74451299;11080399,3410063;24249559,3107258;10816838,1655851;13804878,7427588;11847497,7427588;0,081006810558095;6503,53493488513
"1806";23;7;1;1;1;97;6;1;97;1;1;2;1;1;1;1;2;2;;2;2;3;2;2;1;2;1;1;2;;;;;;;;;1;1;1;2;1;2;1;1;1;4;2;2;3;1;2;2;1;1;2;1;1;2;1;2;2;2;2;2;4;3;2;2;2;23204759,582082;9055325,84168844;33265012,4017524;13313571,0102565;14173695,4240263;21753139;22534967;1,04985993509438;92215,6124795808
"1807";31;6;1;1;2;2;8;1;2;1;2;1;1;1;1;97;2;1;2;2;2;1;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;4;1;2;3;2;2;2;2;99;2;1;1;6;1;3;3;1;4;2;2;3;3;3;3;34583982,1353621;11005948,8963799;35613911,6497741;29216484,3462274;29162640,6835377;27776402,6627414;22446263,6627414;1,56888719321121;86419,2095978115
"1808";35;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;2;3;3;1;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;1;2;6;;2;1;2;1;2;1;1;2;1;2;3;1;4;2;2;2;2;2;2;34583982,1353621;11005948,8963799;35613911,6497741;29216484,3462274;28518806,3404994;21037094;22793826;11,575493817962;589150,955732011
"1809";21;3;1;1;1;2;4;1;1;1;1;1;1;1;2;1;2;2;;2;2;2;2;2;2;1;1;1;2;;;;;;;;;1;1;2;2;2;1;1;1;1;4;1;5;3;1;1;;1;1;1;1;1;99;1;99;2;2;2;2;4;1;1;3;3;21140652,1606768;9055325,84168844;33265012,4017524;13313571,0102565;19354878,1531474;13804878,7427588;11847497,7427588;0,33354437975113;60791,1628709271
"1810";50;3;1;1;1;1;3;1;2;1;1;1;2;2;2;2;3;2;;3;3;1;2;1;1;2;1;1;1;1;2;1;2;3;1;1;1;1;2;1;2;1;1;1;1;1;3;2;3;4;1;1;;1;3;1;2;1;1;2;;5;3;2;2;4;1;3;1;3;6571044,69845248;2774096,33588219;8295394,16804358;3367449,33243866;5235416,80864652;4727672;4024034,6623448;0,469916623604243;39597,6356331743
"1811";25;5;2;2;1;1;3;2;1;1;1;1;1;1;2;1;3;2;;3;3;3;2;2;2;2;1;1;2;;;;;;;;;1;1;2;2;2;2;2;2;2;2;1;1;3;1;2;2;1;1;2;1;1;1;1;1;2;2;5;1;4;3;3;1;1;21140652,1606768;8204197,81943566;11080399,3410063;13313571,0102565;10816838,1655851;8787394;9962947;0,521772660302884;36830,9749749523
"1812";22;6;1;1;1;2;1;97;1;2;2;97;1;1;1;1;2;2;;2;2;3;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;97;1;1;3;1;99;2;1;1;1;2;1;99;1;99;2;2;1;1;4;99;1;3;3;21140652,1606768;12798371,8641061;11080399,3410063;13313571,0102565;19354878,1531474;13804878,7427588;11847497,7427588;0,36921261942587;201956,108449211
"1813";28;1;1;1;1;1;8;1;2;1;2;1;1;1;1;1;2;1;2;3;2;7;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;3;1;3;2;1;2;2;1;1;2;1;2;;2;;2;1;4;2;2;3;1;3;3;21140652,1606768;6202819,74451299;33265012,4017524;24249559,3107258;19354878,1531474;13804878,7427588;11847497,7427588;0,289622257726311;80578,7124557747
"1814";35;5;2;2;1;2;3;2;2;1;2;1;97;1;2;3;3;2;;2;2;4;1;1;2;2;1;1;1;2;1;2;2;3;3;2;2;1;1;1;2;1;1;1;1;1;3;1;1;4;1;1;;1;2;1;1;1;1;1;1;3;3;5;1;4;1;2;1;1;34583982,1353621;15263335,4060724;36670114,0129673;18702138,7176993;28518806,3404994;23470529;27043936;1,1575493817962;53940,1195180033
"1815";41;5;1;1;2;1;3;2;2;1;2;1;1;1;1;1;2;2;;2;2;3;2;2;1;2;1;1;2;;;;;;;;;2;;;;;;;;;4;2;2;2;2;1;;4;1;2;1;2;;2;;4;1;3;2;4;1;2;3;3;12325579,2015022;4262210,06607883;6448500,58726374;11421778,5725272;10776775,1826395;8208242,03327921;6535131,03327921;0,885430859201816;43138,6064692481
"1816";35;2;1;1;1;2;3;1;2;1;1;1;1;2;1;1;2;2;;3;2;1;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;2;2;1;4;1;2;2;2;99;2;2;1;1;1;1;3;3;2;1;4;3;3;1;1;37700043,5273793;14391721,5930094;36670114,0129673;18702138,7176993;29162640,6835377;23470529;27043936;0,714669738494989;49311,9436026462
"1817";26;5;1;1;2;1;4;1;1;2;2;2;1;1;1;1;1;1;1;3;1;5;2;2;2;2;1;1;1;1;1;1;3;3;2;1;1;1;1;2;2;2;1;1;1;1;1;1;3;4;1;1;;4;3;1;2;1;2;1;2;2;3;3;2;1;1;3;2;2;21140652,1606768;8084696,47301555;33265012,4017524;6782281,42177651;10816838,1655851;21753139;22534967;0,51611723812616;12259,4941138949
"1818";50;1;2;2;2;2;1;2;2;2;2;1;2;2;1;1;2;1;2;3;2;3;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;2;1;1;3;2;2;2;1;2;1;2;2;;1;1;5;1;1;1;2;3;1;3;1;6308440,96389232;3746400,13739432;4584091,49430122;5639588,67715864;3993568,58119647;4825485,6623448;5331708;0,234958311802122;57724,3499816176
"1819";15;6;2;1;1;1;1;1;2;1;2;1;2;2;1;1;1;2;;2;2;1;2;2;2;1;1;1;2;;;;;;;;;1;2;1;2;1;1;1;1;1;3;1;3;4;2;1;;4;1;2;1;2;;1;2;1;3;5;2;4;1;2;3;2;6811680,65343159;1954215,78844874;11092360,6389436;2583414,27516294;5530020,98320975;4817978,56967089;4590184;0,394020511483105;15393,0155739947
"1820";21;6;97;1;2;1;3;2;1;2;2;2;1;1;1;1;2;2;;2;2;3;1;1;1;1;1;1;2;;;;;;;;;1;2;2;2;2;1;1;1;1;1;2;3;3;1;1;;2;1;2;1;1;2;1;2;2;2;4;2;4;1;1;2;2;23204759,582082;6202819,74451299;33265012,4017524;13313571,0102565;19354878,1531474;21753139;22534967;0,33354437975113;46905,5174956537
"1821";35;6;1;1;1;2;7;1;1;1;2;97;1;1;1;2;2;1;2;2;2;2;2;2;2;1;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;1;2;2;3;1;1;;4;2;1;1;2;;2;;3;2;1;2;2;1;2;3;3;37700043,5273793;18471680,4671614;35613911,6497741;24365402,5988148;28518806,3404994;27776402,6627414;22446263,6627414;2,3150987635924;258417,044831195
"1822";52;97;97;1;1;1;3;97;1;1;1;2;97;97;97;2;97;1;2;97;2;1;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;4;1;3;2;2;1;;1;2;2;1;1;1;1;1;5;1;3;2;2;1;1;1;1;6308440,96389232;2435637,36092034;8295394,16804358;5639588,67715864;3993568,58119647;4727672;5331708;1,70197227932848;140176,099741293
"1823";23;6;1;1;1;1;2;1;1;2;2;2;97;2;1;1;2;1;3;1;1;2;2;2;1;1;1;1;1;2;1;1;2;3;3;3;3;1;1;2;1;2;2;1;2;1;4;1;3;3;1;2;2;4;1;2;2;1;99;1;3;2;2;1;2;3;3;3;3;3;21140652,1606768;12798371,8641061;33265012,4017524;13313571,0102565;10816838,1655851;13804878,7427588;11847497,7427588;0,524929967547189;102298,369541063
"1824";12;6;1;1;1;1;6;2;2;2;2;1;1;1;2;1;2;2;;1;2;1;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;2;2;3;4;2;1;;5;1;2;2;1;1;1;1;1;3;2;2;4;1;1;1;1;6957088,9162393;2884455,25448695;11092360,6389436;2583414,27516294;4533423,13227735;4396161;4782341;0,228793059638762;15738,5999107898
"1825";24;4;97;2;1;1;3;1;1;2;2;1;1;1;1;1;2;1;2;2;2;2;2;2;1;2;1;1;2;;;;;;;;;1;2;1;2;97;1;1;1;1;1;1;1;3;2;1;;1;1;2;1;1;2;1;2;2;1;3;1;2;1;1;2;2;21140652,1606768;8084696,47301555;11080399,3410063;24249559,3107258;19354878,1531474;21753139;22534967;0,421789337791895;92770,7082305594
"1826";50;3;2;1;2;1;7;1;1;1;2;1;1;1;1;1;2;1;2;2;3;3;2;2;2;2;2;;;;;;;;;;;2;;;;;;;;;4;2;3;3;1;1;;1;99;1;1;1;5;1;1;5;2;5;2;2;1;3;3;1;6571044,69845248;2059373,44025548;8295394,16804358;3872447,6527475;5235416,80864652;4825485,6623448;5331708;0,234958311802122;26832,0230495678
"1827";35;7;1;1;2;1;5;1;1;2;2;2;97;1;1;1;2;1;2;2;2;7;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;1;2;3;1;1;;1;2;1;2;1;99;1;99;3;2;2;2;2;1;1;3;2;34583982,1353621;14391721,5930094;35613911,6497741;24365402,5988148;14602578,6387043;27776402,6627414;22793826;3,4726481453886;88544,5072387131
"1828";12;3;1;1;1;1;7;2;2;1;2;2;1;1;2;1;2;2;;3;3;4;2;2;1;2;1;1;2;;;;;;;;;1;1;2;2;1;1;1;1;1;2;2;3;3;1;1;;4;1;2;1;1;1;1;1;1;2;1;2;4;1;2;1;1;6957088,9162393;4616955,63586713;11092360,6389436;4240290,10826669;5530020,98320975;4396161;4782341;0,228793059638762;55255,5691204161
"1829";35;4;1;2;1;1;7;2;2;97;1;2;2;2;2;1;3;1;1;97;2;1;2;2;2;2;97;;;;;;;;;;;1;2;2;2;97;2;2;;;2;1;1;3;2;2;2;2;1;1;2;1;99;1;99;3;1;5;1;1;3;2;3;3;34583982,1353621;15263335,4060724;36670114,0129673;29216484,3462274;28518806,3404994;27776402,6627414;22446263,6627414;1,1575493817962;87050,2666481637
"1830";22;5;1;1;1;1;7;1;2;1;1;1;2;2;1;1;1;2;;3;3;1;2;2;2;1;2;;;;;;;;;;;2;;;;;;;;;3;1;2;1;;1;;1;1;2;2;1;3;1;2;2;1;5;2;4;1;1;3;2;21140652,1606768;8204197,81943566;33265012,4017524;24249559,3107258;19354878,1531474;13804878,7427588;22534967;0,36921261942587;127579,690949246
